pft,wood_density,dbh_critical,hgt_max,growth_dbh_slope,growth_dbh_cap,growth_dbh_max,growth_lai_slope,reproduction_investment_fraction,repro_carbon_efficiency,mort_gamma,mort_alpha,mort_beta,seed_rain_recruits,include_pft,min_cohort_height,min_reproduction_height,photosynthetic_pathway,vcmax25,jmax25,tpu25,rd25,kp25,stomatal_g0,stomatal_g1,stomatal_d0,quantum_yield_c4,theta_j,theta_cj_c4,theta_ic_c4,katul_lambda25,wstress_psi_open,wstress_psi_close,wstress_lambda_exp,sla,root_to_leaf_ratio,huber_value,aboveground_frac,storage_cushion,growth_resp_factor,leaf_turnover_rate,fineroot_turnover_rate,wood_carbon_density,evergreen
1, 6.00000000E-01, 1.00000000E+02, 4.60000000E+01, 2.50000000E-01, 1.00000000E+02, 1.00000000E+00,-7.00000000E-01, 3.00000000E-01, 1.00000000E-03, 9.40000000E-03, 5.00000000E-02, 1.87200000E+01, 1.00000000E-02,1, 2.00000000E+00, 2.00000000E+01,1, 4.50000000E+01, 7.65000000E+01, 7.51500000E+00, 6.75000000E-01, 1.00000000E-09, 1.00000000E-02, 3.00000000E+00, 1.50000000E+03, 0.00000000E+00, 9.00000000E-01, 8.00000000E-01, 9.50000000E-01, 8.00000000E+02,-5.00000000E-01,-3.00000000E+00, 1.00000000E+00, 1.30000000E+01, 1.00000000E+00, 1.50000000E-04, 7.00000000E-01, 1.00000000E+00, 3.00000000E-01, 5.00000000E-01, 8.00000000E-01, 3.00000000E+02,0
