datetime,patch,sw_in_W_m2,cas_temp_K,gpp_umol_m2_s,le_W_m2,soil_temp_top_K,leaf_temp_K
2025-07-05 00:15:00,1, 0.000000E+00, 2.886857E+02, 0.000000E+00,-1.074168E+01, 2.879929E+02, 0.000000E+00
2025-07-05 00:45:00,1, 0.000000E+00, 2.892476E+02, 0.000000E+00,-8.953267E+00, 2.878852E+02, 0.000000E+00
2025-07-05 01:15:00,1, 0.000000E+00, 2.897022E+02, 0.000000E+00,-7.434641E+00, 2.877500E+02, 0.000000E+00
2025-07-05 01:45:00,1, 0.000000E+00, 2.900637E+02, 0.000000E+00,-6.178817E+00, 2.876142E+02, 0.000000E+00
2025-07-05 02:15:00,1, 0.000000E+00, 2.903542E+02, 0.000000E+00,-5.047808E+00, 2.875343E+02, 0.000000E+00
2025-07-05 02:45:00,1, 0.000000E+00, 2.905956E+02, 0.000000E+00,-4.051431E+00, 2.875458E+02, 0.000000E+00
2025-07-05 03:15:00,1, 0.000000E+00, 2.907795E+02, 0.000000E+00,-3.053985E+00, 2.875149E+02, 0.000000E+00
2025-07-05 03:45:00,1, 0.000000E+00, 2.908964E+02, 0.000000E+00,-2.033846E+00, 2.873574E+02, 0.000000E+00
2025-07-05 04:15:00,1, 0.000000E+00, 2.909599E+02, 0.000000E+00, 3.029823E-01, 2.871508E+02, 0.000000E+00
2025-07-05 04:45:00,1, 0.000000E+00, 2.909837E+02, 0.000000E+00, 3.945640E+00, 2.869381E+02, 0.000000E+00
2025-07-05 05:15:00,1, 0.000000E+00, 2.909756E+02, 0.000000E+00, 5.664309E+00, 2.867747E+02, 0.000000E+00
2025-07-05 05:45:00,1, 0.000000E+00, 2.909395E+02, 0.000000E+00, 4.712796E+00, 2.866990E+02, 0.000000E+00
2025-07-05 06:15:00,1, 0.000000E+00, 2.908434E+02, 0.000000E+00, 3.250189E+00, 2.866200E+02, 0.000000E+00
2025-07-05 06:45:00,1, 0.000000E+00, 2.906702E+02, 0.000000E+00, 1.327424E+00, 2.864820E+02, 0.000000E+00
